Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
0.2830802514130843,0.3812485498901967,0.22703982117265548,0.6343576611904217,-0.45540062676066834,-0.19114675191282804,0.2782571416321584,0.44720617319328565,0.6881737770592677,0.3279445838974465,0.08755693533071991,0.3793902914012754,-0.9147589178648898,-0.25028036204875415,0.34546779796170374,0.43082191661998775,0
-0.3416541312966443,-0.18967399840837434,0.09080452003075982,-0.7496067640520259,1.4740210901937303,1.1668409125228996,-0.34017098865642925,-0.3207808896682179,-1.0631879049044601,-0.24230003575925077,-0.9834434932915826,-1.397990738935802,0.9365329423200907,-0.8339817939671923,-1.3578170176507252,-0.8193553442596154,4
-0.31534881388861435,-0.34910111191824456,-0.35185487818414574,-0.20644024347230996,-0.3271144900806485,-0.04914339587107023,-0.31639297653870974,-0.2854449581329251,0.03518793812834109,0.11274685547044502,0.5116239481464051,0.2357312118923067,0.049248694211215964,0.13496976592040827,0.1987486848372168,0.35163751666273274,6
-0.07535505686779641,0.1788684229645156,0.5695706095298206,-0.5487199352674321,2.009349488939223,1.3703178140218308,-0.07674791323463451,0.023477661017607718,-3.0031335435352022,0.07394615093404505,-1.228416284876034,-1.788428600883775,0.6114974355138546,-1.1825958092817934,-1.69934475764704,-1.5187659550396908,4
0.6659612466939723,0.9168856151375739,1.069870858365836,0.5628996716825545,0.9165048407997415,0.8989859415280166,0.6764555882590105,0.8612018125098283,-1.9768410111934644,-1.1017891052030597,-0.8142868870104504,-0.9972121995829141,-0.7926771059925928,-1.1365624953426543,-0.9950179052319482,-1.987300568286266,2
-0.5189276263741518,-0.6844871466932728,-0.8357718365193829,-0.18123571569719926,-1.2302576323553798,-1.3851145719881601,-0.5226022917108656,-0.5677362171253614,-0.10749794298075184,0.6411544281777102,1.2349582475488468,1.3513175039018321,0.005625702498239457,1.2609364610961917,1.3799023052327228,0.7183332052034598,5
-0.14984170757459578,-0.05883893400164129,0.06378767141281001,-0.25051298278350054,0.49360820636525893,0.643746595215786,-0.14921423587911306,-0.06996030593556614,-1.4619265726896946,-0.15971499249794407,-0.20308400693189305,-0.574398835922456,0.11146113802281704,-0.5153257142045773,-0.5988460390739275,0.3053359858919164,6
0.15483337618344742,0.5296034341318674,0.6996444506718319,-0.014760094105006165,1.2261281405238702,1.0559300521354,0.23679548184705926,0.30012996712982887,-2.172643262800594,-8.621536371867258,-1.7133090385268739,-1.4165951183670766,0.028117460469256082,-1.1209636390932156,-1.3743575449487495,-8.698745685665664,4
-0.34354757316663104,-0.37415394404122454,-0.3341775469448136,-0.31299227725341294,-0.1387877504455534,0.13982644779904863,-0.3468981013283891,-0.32333660744589443,0.9165260183334438,0.4592964570946322,0.4314504534094275,0.041826071054432916,0.19373408377414628,0.03171338447860529,0.0032369079309957087,0.5523411791031805,6
-0.16762653656768542,-0.13094062304433682,-0.14585859793815806,-0.035858830812897785,-0.20354414871841703,0.07727188430447589,-0.1665981607046727,-0.09258035280842324,-0.17939421009309217,-0.20806444892792195,0.1819206998433741,0.07993473510394612,-0.15491633440752786,-0.10528942590458445,0.04143241621695912,-0.48338669509947924,6
-0.4414993784764802,-0.5731664804982363,-0.7701411060994173,-0.02282528382073997,-1.3009261840586308,-1.535601347682925,-0.44544031121120714,-0.4578959101984198,0.3526667916273398,0.6190031829047407,1.110649375199272,1.4497920974858258,-0.2007719250423535,1.2248472682002534,1.4887741111335175,0.7126093890577135,5
-0.6970464080007606,-0.8768062492022264,-0.8645122382478302,-0.741343089242613,-0.5130629380818533,-0.25890476885453656,-0.699338860770722,-0.8337844124907879,0.19741746785049655,0.5557277024583951,0.7774105113948828,0.4533408581825919,0.876075442001392,0.7938386067526734,0.4216140108778933,0.7355940949477926,3
-0.001477012476349907,0.28183969130334685,0.6704340895427857,-0.5079691482977443,2.118586396612391,1.4067334953791497,-0.009276971287155848,0.1141780823021169,-1.9799259023832265,0.8064485283310835,-1.3223605241984924,-1.813538412672333,0.49262993217844875,-1.2289453997991329,-1.7209067638345747,0.39525831685404456,4
0.5382553548557601,0.9137499523871317,0.4173077194113235,1.016441075435092,-0.6027236465955381,-0.36955272551977436,0.551004927688353,0.7269443706194693,-0.48909274785970047,-1.337295076018116,-1.5128366113350844,0.523055397803575,-1.237990636322351,-0.3166878955907562,0.4937845810571212,-0.39878150650778593,0
